\\CNV\\Alteration\\Cytoband\\;ID_179;Cytoband;;2018-11-21 14:02:02.030407;2018-11-21 14:02:02.030410;2018-11-21 14:02:02.030412;TEST_OSIRIS;None
\\CNV\\SegmentIntensity\\;ID_180;SegmentIntensity;;2018-11-21 14:02:02.030472;2018-11-21 14:02:02.030475;2018-11-21 14:02:02.030478;TEST_OSIRIS;None
\\CNV\\SegmentGenomicStatus\\;ID_181;SegmentGenomicStatus;;2018-11-21 14:02:02.030527;2018-11-21 14:02:02.030530;2018-11-21 14:02:02.030532;TEST_OSIRIS;None
\\CNV\\CopyNumber\\;ID_182;CopyNumber;;2018-11-21 14:02:02.030582;2018-11-21 14:02:02.030585;2018-11-21 14:02:02.030587;TEST_OSIRIS;None
\\CNV\\LOH\\;ID_183;LOH;;2018-11-21 14:02:02.030658;2018-11-21 14:02:02.030662;2018-11-21 14:02:02.030664;TEST_OSIRIS;None
\\Fusion\\;ID_184;Fusion;;2018-11-21 14:02:02.030802;2018-11-21 14:02:02.030806;2018-11-21 14:02:02.030808;TEST_OSIRIS;None
\\Fusion\\Type\\;ID_185;Type;;2018-11-21 14:02:02.030840;2018-11-21 14:02:02.030844;2018-11-21 14:02:02.030846;TEST_OSIRIS;None
\\Fusion\\Point5prime\\;ID_186;Point5prime;;2018-11-21 14:02:02.030897;2018-11-21 14:02:02.030900;2018-11-21 14:02:02.030903;TEST_OSIRIS;None
\\Fusion\\Point3prime\\;ID_187;Point3prime;;2018-11-21 14:02:02.030956;2018-11-21 14:02:02.030959;2018-11-21 14:02:02.030962;TEST_OSIRIS;None
\\Fusion\\InFrame\\;ID_188;InFrame;;2018-11-21 14:02:02.031016;2018-11-21 14:02:02.031020;2018-11-21 14:02:02.031022;TEST_OSIRIS;None
\\Fusion\\NbSpanningPair\\;ID_189;NbSpanningPair;;2018-11-21 14:02:02.031076;2018-11-21 14:02:02.031079;2018-11-21 14:02:02.031082;TEST_OSIRIS;None
\\Fusion\\NbSplitReads\\;ID_190;NbSplitReads;;2018-11-21 14:02:02.031131;2018-11-21 14:02:02.031134;2018-11-21 14:02:02.031137;TEST_OSIRIS;None
\\Expression\\;ID_191;Expression;;2018-11-21 14:02:02.031225;2018-11-21 14:02:02.031228;2018-11-21 14:02:02.031230;TEST_OSIRIS;None
\\Expression\\GenomeEntity\\;ID_192;GenomeEntity;;2018-11-21 14:02:02.031258;2018-11-21 14:02:02.031261;2018-11-21 14:02:02.031264;TEST_OSIRIS;None
\\Expression\\GenomeEntity\\Type\\;ID_193;Type;;2018-11-21 14:02:02.031303;2018-11-21 14:02:02.031307;2018-11-21 14:02:02.031309;TEST_OSIRIS;None
\\Expression\\GenomeEntity\\Database\\;ID_194;Database;;2018-11-21 14:02:02.031360;2018-11-21 14:02:02.031363;2018-11-21 14:02:02.031365;TEST_OSIRIS;None
\\Expression\\GenomeEntity\\Id\\;ID_195;Id;;2018-11-21 14:02:02.031415;2018-11-21 14:02:02.031418;2018-11-21 14:02:02.031420;TEST_OSIRIS;None
\\Expression\\GenomeEntity\\Symbol\\;ID_196;Symbol;;2018-11-21 14:02:02.031470;2018-11-21 14:02:02.031473;2018-11-21 14:02:02.031475;TEST_OSIRIS;None
\\Expression\\GeneDataType\\;ID_197;GeneDataType;;2018-11-21 14:02:02.031533;2018-11-21 14:02:02.031536;2018-11-21 14:02:02.031538;TEST_OSIRIS;None
\\Expression\\GeneValue\\;ID_198;GeneValue;;2018-11-21 14:02:02.031587;2018-11-21 14:02:02.031590;2018-11-21 14:02:02.031592;TEST_OSIRIS;None
